newsId,url,title,content,summary,keyword,publishAt,categoryName,categoryId
5740905,https://news.cnyes.com/news/id/5740905,熱門股聚鼎9月營收報喜 股價奔漲停創28個月新高,"保護元件廠聚鼎 6224TW9 月營收報喜前 9 月營收重返成長軌道，周五股價直奔漲停 75.9 元，創 2022 年 7 月以來 28 個月新高，周漲 14。

聚鼎 9 月營收 3.32 億元，月增 19.3年增 30.6，創歷史單月次高同期新高；累計前 9 月營收來到 21.64 億元，年增 1.2，由先前衰退轉為成長。

據了解，聚鼎受惠元件產品出貨成長，今年以來營收表現逐步回升，加上美系客戶智慧手機新機上市，也推升公司 9 月營收大幅成長。

此外，聚鼎轉投資的美國 TCLAD 產能瓶頸狀況改善虧損已明顯收斂，集團整合效益可望逐漸發酵，有助後續獲利表現。


聚鼎日 K 線圖",熱門股聚鼎 9 月營收報喜 股價奔漲停創 28 個月新高,"[""聚鼎"", ""保護元件"", ""營收""]",2024-10-12 13:25:37,台股新聞,827
5740907,https://news.cnyes.com/news/id/5740907,企業瘦身！大摩：亞馬遜擬全球經理級別大裁員 明年初前裁撤1.4萬人,"近日，根據摩根士丹利的內部報告，亞馬遜 AMZNUS 計劃在 2025 年初前裁除約 1.4 萬名管理層人員。

這一消息引發了廣泛的關注，尤其是在亞馬遜於 9 月 16 日宣布取消遠程工作WFH政策後，要求所有員工自 2025 年 1 月起全職回辦公室工作。許多人對這一變化感到擔憂，認為這可能預示著公司將進行更大規模的裁員。

摩根士丹利的報告指出，亞馬遜每名管理者的年成本在 20 萬至 35 萬美元之間。亞馬遜此次很可能大幅縮編全球管理職人數，從目前的 10.57 萬人大幅減少至 9.19 萬人，因此每年可節省 21 億至 36 億美元，讓公司年營收提高 3 至 5。

摩根士丹利認為，縮編不僅是為了降低成本，更是為了應對市場環境的變化，對亞馬遜整體營運有利，藉由精簡組織架構與層級，讓公司運作能加快腳步。

亞馬遜執行長賈西Andy Jassy在內部備忘錄中提到，將提高個人貢獻者與管理者的比例，以簡化組織結構，消除多餘的管理層級，使公司運作更為高效。這一變革不僅是對內部管理的反思，也反映了公司對未來發展方向的重新思考。

然而，這一裁員計畫恐重挫員工士氣，大規模裁員的消息可能會導致剩餘員工感到不安與不確定，進而影響公司整體生產力和創新能力。

此外，裁員後，亞馬遜可能會將資源重新分配至初級職位的招聘上，這將為求職者提供新的機會。市場上已有消息指出，亞馬遜計劃在 2025 年前的幾個季度內加大對初級職位的招聘力度。

最終，亞馬遜的裁員計畫不僅是公司內部的一次重大調整，也可能成為行業的風向標，影響未來的招聘與用人策略。在不斷變化的科技行業中，亞馬遜的這一決策將可能引發其他公司類似的行動，進一步加劇行業內的競爭與變革。如何在降低成本的同時保持員工的士氣，將是亞馬遜未來必須面對的重要挑戰。",近日，根據摩根士丹利的內部報告，亞馬遜計劃在 2025 年初前裁除約 1.4 萬名管理層人員。,"[""摩根士丹利"", ""裁員"", ""亞馬遜"", ""美股""]",2024-10-12 13:19:46,美股雷達,831
5740899,https://news.cnyes.com/news/id/5740899,馬斯克畫大餅 華爾街嚥不下！諸多質疑點 特斯拉股價重挫近9,"特斯拉 TSLAUS 萬眾矚目的 Robotaxi 終於揭開神秘面紗，執行長馬斯克 Elon Musk 在這場自詡能載入史冊的活動中，他乘坐一輛名為 Cybercab 的無人駕駛計程車出場。該車型沒有方向盤和踏板，具備感應充電功能，預計在 2026 年投產，成本低於 3 萬美元。


圖片來源：特斯拉官網


此外，特斯拉還展示了一款可以容納 20 人的無人駕駛多功能車 Robovan。馬斯克還歡迎所有特斯拉車主加入共享車隊，形成龐大的服務營運網絡，這一系列創新被視為馬斯克的交通行業革命，然而華爾街對這一切的反應卻顯得冷淡。

Robotaxi 的市場潛力與挑戰

馬斯克在發表會上強調，Robotaxi 的使用率若能從目前的每週 10 小時提升至 100 小時，將大幅降低出行成本，預計為 0.2 美元每公里，在美國含稅與其他費用後約每公里 3040 美分，此親民價格將使得出行更加普及。

無人駕駛貨運車 Robovan 的運輸成本可以降到 510 美分  英里。馬斯克表示，未來消費者可以購買 Cybercab，不僅可以滿足自身的出行需求，還能加入特斯拉 Robovan 服務網絡，讓 Cybercab 為車主賺錢。

然而，儘管這個商業模式看似具有吸引力，但投資者的信心卻未能跟上。發表會後，特斯拉股價在美東時間周四盤前下跌近 7，最終重挫 8.78，收每股 217.80 美元，創下過去兩個月的最大跌幅，年內累積下滑超過 12，顯示出市場對其未來獲利能力的疑慮。

華爾街的質疑聲

1.Robotaxi 實際落地能力令人質疑，尤其是在中國市場

華爾街對特斯拉的自動駕駛願景表現出明顯的懷疑。儘管馬斯克稱此次發表會是自 Model 3 以來最重要的時刻，但分析師們對 Robotaxi 的實際落地能力表示擔憂。特斯拉在自動駕駛技術上的進展仍需時間來驗證，尤其是在中國市場，FSD完全自動駕駛尚未落地，這使得 Robotaxi 的市場影響力受到限制。

即使 FSD 在中國落地，特斯拉 Robotaxi 在中國短時間內仍難以帶來威脅，畢竟 FSD 需要時間收集資料。

2. 中國出行服務市場已有霸主滴滴與眾多新創強者盤據

此外，隨著中國出行服務市場的快速發展，滴滴等本土企業已在無人駕駛領域展開佈局。

身為市場的領導者，滴滴出行在中國共享旅遊市場中佔有了重要地位。滴滴上半年財報顯示，2024 年上半年營收為 999.36 億元，較上年同期的 915.6 億元成長 9.15。其中，營運利潤為 12.08 億元，淨利為 6.14 億元，而上年同期的淨虧損 9.23 億元。

作為 2012 年成立的公司，滴滴在 2023 年才首次實現年度淨利為正。今年上半年淨利持續向好業務方面，滴滴 2024 年第二季度中國出行總單量為 30.04 億單，較上年同期增長 12.3；國際業務總單量為 8.71 億單，較上年同期增長 39.1。中國旅遊及國際業務日均單量分別達 3,300 萬單957 萬單，持續創歷史新高。

很顯然，從滴滴的業務表現可知，不管是國內還是國外的出行服務市場，仍處於快速成長狀態。

除了滴滴，市場上還湧現許多新興企業，如美團曹操出行和蘿蔔快跑等。這些企業透過創新的商業模式和技術手段，積極參與共享出行市場。尤其是蘿蔔快跑，近期在全球佈局方面取得了顯著進展，計劃推出無人駕駛計程車服務。

雖然麥肯錫的報告指出，Robotaxi 市場預計在未來幾年內以超過 75 的複合年增長率成長，到 2032 年市值可能達到 78.42 億美元，但特斯拉在這一領域的競爭並不輕鬆。

3. 未見 Robotaxi 具體生產時間表技術細節監管合規資訊

同時，市場也對特斯拉 Robotaxi 計畫缺乏具體的生產時間表和技術細節表示不滿。馬斯克僅透露 CyberCab 將於 2026 年開始生產，未能提供更多關於商業模式和監管合規的資訊。

4. 電動車市場競爭加劇 特斯拉未見新電動車型 

分析師指出，特斯拉的股價已包含對未來成長的高期望，但缺乏新車型的發布使得投資者感到失望。雖然 Model Y 和 Model 3 依然是全球最暢銷的電動車型，但都已經發布了超過五年時間，華爾街對特斯拉的未來前景持謹慎態度，尤其是在電動車市場競爭加劇的背景下。

5. 買得起的車才是重點：未見面向家用市場入門車

市場觀察家認為，特斯拉急需推出更現實的入門車型，以刺激銷售量。儘管馬斯克今年 7 月承諾，將繼續按計畫在明年發布新的入門車型，但此次發表會未能提供相關訊息，進一步加劇了市場的不安。投資人迫切希望看到成長放緩的特斯拉盡快發布計畫中的 2 萬美元入門車型 Model 2，為特斯拉帶來新的銷售成長推動力。

CFRA 分析師 Garrett Nelson 表示：特斯拉近期產品路線圖缺乏細節，讓我們感到失望。

在全球電動車市場降溫的情況下，特斯拉的成長潛力受到挑戰。馬斯克的自動駕駛和機器人願景雖吸引眼球，但投資人更希望看到短期內能推動銷售的實際產品。隨著市場對特斯拉未來的期待逐漸降低，華爾街對這家電動車巨頭的信心也逐漸減弱。

馬斯克別畫餅了！

儘管特斯拉的 Robotaxi 計畫展現了未來出行的潛力，華爾街的反應卻揭示了市場對馬斯克畫餅能力的審慎態度。投資者對特斯拉能否在激烈的市場競爭中脫穎而出實現盈利持保留態度。未來，特斯拉需要不僅在技術上取得突破，更需在商業模式的可持續性上贏得市場信任。",特斯拉 TSLAUS 萬眾矚目的 Robotaxi 終於揭開神秘面紗，一系列創新被視為馬斯克的交通行業革命，然而華爾街對這一切的反應卻顯得冷淡。,"[""馬斯克"", ""自動駕駛"", ""robotaxi"", ""robovan"", ""滴滴"", ""Cyber​​cab""]",2024-10-12 13:00:02,美股雷達,831
5740896,https://news.cnyes.com/news/id/5740896,熱門股紘康將併入矽統 單周上漲14創波段高,"MCU 業者紘康 6457TW 本周通過股東臨時會，與矽統 2363TW 進行股份轉換，預計 2025 年元旦正式併入矽統，在未來展望看佳與合併案順利通過下，本周股價也同慶，最高一度達 72.3 元，創下 10 個月來新高，單周漲幅 14.11。

紘康董事長趙伯寅看好，併入矽統後的，可望加深與晶圓代工廠聯電 2303TW 的合作關係，加上提列庫存跌價損失告段落需求顯著回升，明年營收毛利率將同步向上。

紘康本周沿五日線上攻，周三更爆大量，最高衝上 72.3 元，週五終場則因漲多回檔，收在 66.3 元，三大法人中外資與自營商皆站買方，外資買超 235 張自營商小買 15 張。",MCU 業者紘康 6457TW 本周通過股東臨時會，與矽統 2363TW 進行股份轉換，預計 2025 年元旦正式併入矽統，在未來展望看佳與合併案順利通過下，本周股價也同慶，最高一度達 72.3 元，創下 10 個月來新高，單周漲,"[""紘康"", ""矽統"", ""併購"", ""MCU"", ""電源管理IC""]",2024-10-12 12:50:02,台股新聞,827
5740882,https://news.cnyes.com/news/id/5740882,熱門股光通訊3尖兵9月營收個個強勁 周漲幅最高逾26,"隨 AI 技術發展，矽光子技術能有效降低能耗，重要性日漸增加，帶動相關光通訊廠業績強勢，光聖 6442TW聯鈞 3450TW9 月營收雙雙創歷史紀錄，上詮 3363TW 營收也維持近期高檔，帶動本周股價表現亮眼，其中上詮周漲幅最高，達 26.4。

聯鈞 9 月營收 7.97 億元，月增 21.2，年增 63.12，創下歷史新高；第三季營收約 20.9 億元，季增約 23年增約 49.2；累計前 9 月營收 50.91 億元，年增 28.53。

聯鈞本周漲幅 8.9，股價最高來到 210.5 元，創歷史新高，11 日收盤價 207.5 元。聯鈞表示，受惠於客戶需求暢旺，挹注 9 月營收成長，旗下主動式光纜 AOC 產品，已獲美系雲端平台青睞，可望成公司成長動力。

光聖 9 月營收 5.61 億元，創歷史次高，月增 5.3，年增 179；第三季營收 16.4 億元，創歷史新高，季增 13.8，年增 146；累計前 9 個月營收，營收 39.09 億元，年增 95.71。

光聖本周漲幅 17.04，11 日收盤價為 422.5 元，成功站上所有均線。光聖受惠於光主動元件獲美系資料中心客戶青睞，被動產品自製比率提升至 7 成；轉投資公司合聖也開發出矽光子晶片所需製程設計套件，未來有望切入 AI GPU 系統數據中心次世代 CPO 交換機全光網路等領域。

上詮 9 月營收 1.22 億元，月減 3.3年增 24.58；第 3 季營收 3.83 億元，登上八季來高點，季增 8.5，年增 16.8；累計前 9 個月達 10.04 億元，較去年同期成長 7.4。

上詮本周漲幅達 26.4，11 日收盤價為 246 元，股價來到歷史高點。上詮主力為光纖和矽光子晶片連接器，且為台積電 2330TW 檯面上唯一光通訊夥伴，將跟隨台積電腳步推矽光子進度，產品預計於 2026 年放量。",隨 AI 技術發展，矽光子技術能有效降低能耗，重要性日漸增加，帶動相關光通訊廠業績強勢，光聖 6442TW聯鈞 3450TW9 月營收雙雙創歷史紀錄，上詮 3363TW 營收也維持近期高檔，帶動本周股價表現亮眼,"[""光聖"", ""聯鈞"", ""上詮"", ""矽光子"", ""CPO"", ""營收""]",2024-10-12 12:30:12,台股新聞,827
5740878,https://news.cnyes.com/news/id/5740878,跟著巴菲特搭順風船！法人：航運股彎道超車 00960具價值回升空間,"近期市場消息指出，股神巴菲特的投資公司波克夏公司將發行一系列日元債券，籌得買進日本股票的資金，且鎖定標的包括航運類股。巴菲特常用資產報酬率 ROA股東權益報酬率 ROE 來選股，全球航運龍頭指數則擁有與美股相近的 ROE甚至是美股 2 倍以上水準的 ROA，可見航運股更富吸引力，未來具有較多價值回升空間。

野村投信表示，目前全球航運股在評價面上相當具有吸引力，例如 NYSE FactSet 全球航運龍頭息收指數預估本益比 PE 僅 4.97 倍，相較於美國 SP 500 指數的 20.92 倍差距甚大，而就股價淨值比來說，全球航運龍頭指數亦只有 0.85 倍，遠低於美股 SP 500 指數的 4.36 倍。

若觀察巴菲特常用的評估指標如資產報酬率 ROA股東權益報酬率 ROE 來看，全球航運龍頭指數則擁有與美股相近的 ROE甚至是美股 2 倍以上水準的 ROA，意謂著評價面更低廉但報酬潛力更加領先，未來可望具有較多價值回升空間。巴菲特是價值型投資人，相較於不斷創新高的美股更青睞尋找有基本面且未來具價值回升機會的投資標的，才能在瞬息萬變的投資世界中蓬勃發展。

00960 野村全球航運龍頭息收 ETF 經理人張怡琳分析表示，航運股與全球經濟與貿易成長具高度連動性，因此只要經濟與貿易活動穩健向上，全球航運股長期向上可期，全球貿易逾九成靠海運，加上貨櫃裝載民生物資屬剛性需求，與景氣連動度高。

根據統計，在盤勢拉回期間如持有航運一年以上平均的表現，可望報酬表現更為亮眼，加上 NYSE FactSet 全球航運龍頭息收指數，目前本益比不到 5 倍，股價淨值比低於一的優勢，航運後市值得期待。即便國際碼頭工人協會 103 達成協議，暫停為期 3 天的罷工，航運股運價拉回修正，然而只要全球經濟與貿易活動穩健向上，全球航運股長期表現便可期，中長線投資人反而可趁機進場。

張怡琳也提醒投資人，航運屬於單一產業股票且近期消息面變化快速，波動性將高於一般全球型股票，因此想跟著巴菲特一起參與全球航運大行情，最簡單的做法就是透過如國內首檔航運 ETF，00960 一次網羅全球三大航運類別貨櫃油輪及散裝龍頭企業。

00960 自 9 月 20 日上市以來，股價最高衝至 9 月 25 日的 19.09 元，最新收盤價為 10 月 11 日的 15.09 元。根據集保所資料，目前資產規模為 34.86 億元，受益人為 2.61 萬人，成交值高達 60.1 億元。",近期市場消息指出，股神巴菲特的投資公司波克夏公司將發行一系列日元債券，籌得買進日本股票的資金，且鎖定標的包括航運類股。巴菲特常用資產報酬率 ROA股東權益報酬率 ROE 來選股，全球航運龍頭指數則有與美股相近的 ROE,"[""航運股"", ""全球航運龍頭息收指數"", ""00960"", ""野村投信""]",2024-10-12 12:10:03,ETF,914
5740900,https://news.cnyes.com/news/id/5740900,中國六大行官宣：進行存量房貸利率批量調整,"中國工商銀行農業銀行中國銀行建設銀行交通銀行郵政儲蓄銀行等多家銀行陸續發佈公告，10 月 25 日起，將對存量個人房貸利率進行批量調整。

除貸款在北京上海深圳等地區且為二套房貸款的情形外，其他符合條件的房貸利率都將調整為貸款市場報價利率 LPR30BP。

據官媒央視新聞媒體試算，在 5 年期以上貸款市場報價利率 LPR 保持 3.85 不變的前提下：

假設在某二線城市，購房者當前房貸利率為貸款市場報價利率 LPR 不加點，即 3.85，調整後房貸利率為 LPR30BP，重定價後利率為 3.850.3，即 3.55，比調整前下降了 0.3。以貸款金額 100 萬元30 年期等額本息的房貸為例，調整後每月可節省支出約 170 元，總共節省利息約 6.1 萬元。

假設在某一線城市，購房者當前房貸利率為貸款市場報價利率 LPR55BP貸款發放時首套房貸利率政策，即 4.4，調整後房貸利率為 LPR30BP，重定價後利率為 3.850.3，即 3.55，比調整前下降 0.85。以貸款金額 100 萬元25 年期等額本息的房貸為例，調整後每月可節省支出約 469 元，總共節省利息約 14.06 萬元。

據統計，此次存量房貸利率下調預計惠及 5000 萬戶家庭，1.5 億人口，平均每年減少家庭利息支出 1500 億元左右。",中國工商銀行農業銀行中國銀行建設銀行交通銀行郵政儲蓄銀行等多家銀行陸續發佈公告，10 月 25 日起，將對存量個人房貸利率進行批量調整。,"[""中國房產"", ""樓市"", ""房地產"", ""存量房貸"", ""房貸利率""]",2024-10-12 11:50:02,大陸房市,848
5740865,https://news.cnyes.com/news/id/5740865,法國信評遭惠譽砍至負面 2028年債務GDP占比恐達118.5,"信用評等機構惠譽周五 11 日 已將法國的信用評級展望自穩定調整為負面，反映該國在經濟增長和公共財政方面面臨的挑戰。

惠譽指出，由於稅收收入低於預期而支出超出預期，法國今年的公共財政又急劇惡化，公共債務水準持續上升，預計未來幾年內將難以顯著降低。此外，經濟增長放緩，以及高通膨率對家庭支出的影響，恐進一步限制政府的財政靈活性。

惠譽在一份聲明中表示，法國今年預計財政下滑，使其處於更糟的財政起始位置。這意味著法國的財政赤字將擴大，導致政府債務在 2028 年前將上升到佔 GDP 的 118.5。儘管如此，惠譽仍將法國的信用評級保持在AA。

惠譽強調，法國政府需要採取更有效的政策來應對這些挑戰，以維持其投資級信用評級。惠譽分析師表示，若未來的經濟表現未能改善，將可能進一步下調法國的信用評級。

法國周四提出 2025 年預算，旨在透過針對富人和大公司的支出削減和增稅，將公共財政缺口縮小 600 億歐元655 億美元。

惠譽的評級調整引發了市場的廣泛關注，投資者對法國國債的需求可能會受到影響，進一步影響該國的融資成本。

法國政府尚未對此消息發表正式回應，但分析人士認為，這一評級前景可能會促使政府加快財政改革的步伐。",信用評等機構惠譽周五 11 日 已將法國的信用評級展望自穩定調整為負面，反映該國在經濟增長和公共財政方面面臨的挑戰。,"[""法國"", ""惠譽"", ""債信""]",2024-10-12 11:33:49,國際政經,833
5740897,https://news.cnyes.com/news/id/5740897,中國財政部：將大規模置換地方隱性債 2024年安排財政赤字4.06兆元,"中國國務院新聞辦公室今日舉行新聞發布會，介紹加大財政政策逆周期調節力度推動經濟高質量發展有關情況。財政部部長藍佛安在會上表示，中央財政還有較大的舉債空間和赤字提升空間。

中國財政部副部長廖岷財政部副部長王東偉財政部副部長郭婷婷也出席記者會回答問題。

財政部指出，目前，增發國債正在加快使用，超長期特別國債也在陸續下達使用。專項債券方面，待發額度加上已發未用的資金，後三個月各地共有人民幣 2.3 兆元專項債券資金可安排使用。財政部將督促地方切實用好各類債券資金，加快項目實施進度，根據實際需要及時撥付資金，儘快形成實物工作量，發揮對投資的拉動作用。

藍佛安強調，這項即將實施的政策是近年來推出的支持化債力度最大的一項措施，這無疑是一場政策及時雨，將大大減輕地方化債壓力，可以騰出更多資源發展經濟，提振經營主體信心，鞏固基層三保。

藍佛安表示，2024 年安排財政赤字 4.06 兆元，比上年年初預算增加 1800 億元；新增地方政府專項債務限額 3.9 兆元，比上年增加 1000 億元；發行 1 兆超長期特別國債，用好 2023 年增發國債資金，全年一般公共預算支出規模達到 28.55 兆元，持續保持較高的支出強度，為高質量發展提供有力支撐。

要點速覧


1. 中國財政有足夠的韌勁，通過採取綜合性措施，可以實現收支平衡，完成今年預算目標。
2. 推出一攬子增量政策：①支持地方化解隱性債務；②支持國有大型商業銀行補充核心一級資本；③支持推動房地產市場止跌回穩；④加大對重點群體的支持保障力度等。
3. 在工作中既要依法依規籌集財政收入，也要避免收 過頭稅，切實維護經營主體的權益。
4. 2024 年中央財政安排對地方轉移支付超 10 萬億元，將更多資金用於補充地方財力，支持地方兜牢基層 三保 底線。
5. 指導地方使用預算穩定調節基金等資金，保障財政支出的需要。
6. 擬一次性增加較大規模債務限額，置換地方政府存量隱性債務，加大力度支持地方化解債務風險。
7. 鼓勵有條件的地方盤活閒置資產，加強國有資本收益管理。
8. 用足用好各類債務資金，目前增發國債正在加快使用，超長期特別國債陸續下達使用，後三個月，各地共有 2.3 萬億元專項債資金可以安排使用。
9. 擬一次性增加較大規模債務限額，置換地方政府存量隱性債務。
10. 正在抓緊研究明確和取消普通住宅和非普通住宅標準相銜接的增值稅政策。
11. 2024 年進一步提高了城鄉居民基礎養老金最低標準，是歷次提標調整幅度最大，退休人員養老金水平總體提高 3 左右。
12. 下一步專項債重點是研究擴大專項債使用範圍，健全管理機制。
13. 2024 年國家獎學金獎勵名額將翻倍。
14. 擬在今明兩年集中推出一批條件成熟可感可及的改革舉措，如健全預算制度完善財政轉移支付體系等。


陸續推出一攬子有針對性增量政策舉措

藍佛安表示，依據 9 月 26 日召開的中央政治局會議部署，財政部在加快落實已確定政策的基礎上，圍繞穩增長擴內需化風險，將在近期陸續推出一攬子有針對性增量政策舉措。主要包括以下幾個方面：

一是加力支持地方化解政府債務風險，較大規模增加債務額度，支持地方化解隱性債務，地方可以騰出更多精力和財力空間來促發展保民生。

二是發行特別國債支持國有大型商業銀行補充核心一級資本，提升這些銀行抵御風險和信貸投放能力，更好地服務實體經濟發展。

三是疊加運用地方政府專項債券專項資金稅收政策等工具，支持推動房地產市場止跌回穩。

四是加大對重點群體的支持保障力度，國慶節前已向困難群眾發放一次性生活補助，下一步還將針對學生群體加大獎優助困力度，提升整體消費能力。

藍佛安說：逆周期調節絕不僅僅是以上的四點，這四點是目前已經進入決策程序的政策，還有其他政策工具也正在研究中。

加大力度支持地方化解債務風險

藍佛安表示，擬一次性增加較大規模債務限額，置換地方政府存量隱性債務，加大力度支持地方化解債務風險，相關政策待履行相關法定程序後再向社會做詳盡說明，這項政策是近年來推出的支持化債力度最大措施，這是一場及時雨，將大大減輕地方政府壓力，可以騰出更多資源支持經濟發展，鞏固基層三保。

藍佛安指出，三保保基層保基本民生保工資工作是財政最基本的職能。總的看，當前基層三保呈現總體平穩，局部偏緊態勢。以 2023 年為例，基本三保支出約占可用財政的八成左右。局部地區三保偏緊主要是財政收入增長放緩，以及地方政府債務負擔等影響。

下一步，財政部將採取 5 項措施。一是壓實各方責任。二是增強地方財力。結合年度預算安排，持續加大中央對地方轉移支付力度。向地方下達 4000 億的債務欠款，用於補充地方綜合財力。三是強化庫款調度，持續跟蹤地方收支運行和庫款保障情況。四是緩解債務壓力，更大力度置換地方政府債務。五是加強動態監測。

推動房地產市場止跌回穩

財政部副部長廖岷介紹，財政部主要有以下三個方面的考慮：

第一，允許專項債券用於土地儲備。主要是考慮到當前各地閒置未開發的土地相對較多，支持地方政府使用專項債券回收符合條件的閒置存量土地，確有需要的地區也可以用於新增的土地儲備項目。這項政策，既可以調節土地市場的供需關係，減少閒置土地，增強對土地供給的調控能力，又有利於緩解地方政府和房地產企業的流動性和債務壓力。

第二，支持收購存量房，優化保障性住房供給。考慮到當前已建待售的住房相對較多，我們主要採取兩項支持措施：一項是，用好專項債券來收購存量商品房用作各地的保障性住房。另一項是，繼續用好保障性安居工程補助資金，原來這個資金主要是用來支持以新建方式籌集保障性住房的房源，現在我們對支持的方向作出優化調整，適當減少新建規模，支持地方更多通過消化存量房的方式來籌集保障性住房的房源。通過這兩項措施，既可以消化存量商品房，促進房地產市場的供需平衡，又可以優化保障房的供給，滿足廣大中低收入人群的住房需求。

第三，及時優化完善相關稅收政策。按照黨中央決策部署，我們正在抓緊研究明確與取消普通住宅和非普通住宅標準相銜接的增值稅土地增值稅政策。下一步，還將進一步研究加大支持力度，調整優化相關稅收政策，促進房地產市場平穩健康發展。促進房地產穩定發展是一項系統工程，需要各項政策協同發力。在政策執行中，將持續加強財政政策與其他政策的協調，加強中央與地方的聯動，加強新老政策的銜接，打好組合拳，堅定不移推動房地產市場止跌回穩。",中國國務院新聞辦公室今日舉行新聞發布會，介紹加大財政政策逆周期調節力度推動經濟高質量發展有關情況。財政部部長藍佛安在會上表示，中央財政還有較大的舉債空間和赤字提升空間。,"[""中國股市"", ""救市"", ""財政部"", ""增量"", ""刺激計畫"", ""舉債空間"", ""擴大債務"", ""近年最大力度""]",2024-10-12 11:11:22,大陸政經,837
5740851,https://news.cnyes.com/news/id/5740851,熱門股志聖半導體設備出貨增 獲外資買盤推升股價周漲16,"半導體的先進封裝製程的需求持續漲之中，也將帶動相關設備廠業績走強，設備廠志聖 2467TW 本周股價上漲 34 元或 15.96，收在 247 元，並站上所有均線，主要在外資買盤的強力加碼達 4330 張。

志聖是台積電 2330TW 的供應鏈之一，並且早已切入 CoWoSSoIC 供應鏈，志聖自結 2024 年第第三季營收 10.92 億元，季減 21.92，年增 16.44，主要是因裝機驗收時程影響。法人預期，志聖第四季營收有望季增雙位數百分比，2024 年下半年估持平上半年，全年營收獲利雙位數成長可期。

志聖本周股價上漲 34 元或 15.96，收在 247 元，並站上所有均線，主要在外資買盤的強力加碼達 4330 張，如量能持續增溫，將有助於再度挑戰前高點的 263 元。


志聖日 K 線圖",半導體的先進封裝製程的需求持續漲之中，也將帶動相關設備廠業績走強，設備廠志聖 2467TW 本周股價上漲 34 元或 15.96，收在 247 元，並站上所有均線，主要在外資買盤的強力加碼達 4330 張。,"[""志聖"", ""台積電"", ""半導體"", ""營收""]",2024-10-12 11:10:07,台股新聞,827
